# Rime user dictionary
#@/db_name	clover.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	15081
#@/user_id	24769514-98c0-4d1f-9fa1-759af48b6715
a 	啊	c=134 d=2.32908 t=15081
yin qing 	引擎	c=2 d=0.000290183 t=15081
yin ru 	引入	c=1 d=0.0020601 t=15081
yin ru de 	引入的	c=1 d=0.0381969 t=15081
yin wei 	因为	c=6 d=0.00624124 t=15081
yin xing 	隐形	c=1 d=0.00298248 t=15081
yin yong 	引用	c=5 d=0.710362 t=15081
yin yue 	音乐	c=3 d=1.97656e-07 t=15081
ying gai 	应该	c=13 d=0.611207 t=15081
ying jian 	硬件	c=2 d=2.30599e-06 t=15081
ying le 	赢了	c=1 d=9.36718e-26 t=15081
ying pan 	硬盘	c=4 d=0.00169154 t=15081
ying wei da 	英伟达	c=1 d=1.45975e-09 t=15081
ying wen 	英文	c=4 d=0.0325493 t=15081
ying xiang 	影响	c=7 d=0.524663 t=15081
ying xiao 	营销	c=1 d=1.28267e-17 t=15081
ying ye 	营业	c=0 d=1.51695e-21 t=15081
ying ye ting 	营业厅	c=1 d=3.06903e-16 t=15081
ying ye zu 	营业组	c=2 d=0.0692522 t=15081
ying yong 	应用	c=1 d=0.000528747 t=15081
ying yu 	英语	c=3 d=3.05113e-06 t=15081
yo 	哟	c=2 d=3.15783e-14 t=15081
yong 	用	c=10 d=0.0221534 t=15081
yong ba 	用吧	c=0 d=0.1 t=14362
yong bu liao 	用不了	c=2 d=4.81969e-12 t=15081
yong de 	用的	c=1 d=9.573e-17 t=15081
yong guo 	用过	c=1 d=1.9371e-14 t=15081
yong hu 	用户	c=11 d=0.444766 t=15081
yong hu ming 	用户名	c=8 d=4.54693e-17 t=15081
yong hu ming cheng 	用户名称	c=1 d=2.6884e-17 t=15081
yong hua 	用花	c=1 d=2.85707e-27 t=15081
yong lai 	用来	c=1 d=0.000280202 t=15081
yong le 	用了	c=2 d=1.01454e-15 t=15081
yong liu lan qi 	用浏览器	c=1 d=7.7476e-28 t=15081
yong ne 	用呢	c=1 d=0.0158434 t=15081
yong ni 	用你	c=1 d=1.12688e-23 t=15081
yong qi lai 	用起来	c=1 d=1.04439e-11 t=15081
yong shen me 	用什么	c=1 d=2.8903e-16 t=15081
yong yi ge 	用一个	c=2 d=4.31247e-16 t=15081
yong yi xia 	用一下	c=1 d=6.04842e-27 t=15081
yong yong 	用用	c=6 d=0.0239962 t=15081
yong you 	拥有	c=2 d=0.000571754 t=15081
you 	又	c=7 d=0.00747657 t=15081
you 	右	c=1 d=3.6902e-08 t=15081
you 	呦	c=0 d=1.8287e-14 t=15081
you 	有	c=42 d=1.36219 t=15081
you 	由	c=1 d=5.76212e-24 t=15081
you a 	有啊	c=0 d=7.92187e-26 t=15081
you bi sai 	有比赛	c=1 d=3.98438e-28 t=15081
you bie 	有别	c=0 d=5.71501e-08 t=15081
you bie de 	有别的	c=1 d=5.74365e-07 t=15081
you bu 	又不	c=2 d=0.49358 t=15081
you bu gei 	又不给	c=1 d=6.72856e-16 t=15081
you bu jiao wo 	又不叫我	c=1 d=3.95226e-21 t=15081
you can 	有参	c=1 d=1.66066e-26 t=15081
you cheng yi 	有诚意	c=1 d=5.00537e-06 t=15081
you ci 	由此	c=0 d=1.26444e-26 t=15081
you da suan 	有打算	c=1 d=9.64096e-12 t=15081
you dao yun 	有道云	c=1 d=0.0295994 t=15081
you de 	有的	c=1 d=2.20715e-20 t=15081
you dian 	有点	c=10 d=0.00779175 t=15081
you dian duo 	有点多	c=1 d=1 t=13411
you dian shi 	有点事	c=1 d=1.2849e-08 t=15081
you dui xiang 	有对象	c=1 d=4.72688e-09 t=15081
you duo shao 	有多少	c=2 d=2.56172e-08 t=15081
you duo shao ge 	有多少个	c=1 d=7.53423e-23 t=15081
you ge 	有个	c=3 d=0.00373503 t=15081
you guo 	有过	c=1 d=0.00460782 t=15081
you han zi 	由汉字	c=1 d=6.76689e-24 t=15081
you hen duo 	有很多	c=1 d=6.02973e-20 t=15081
you hou 	油猴	c=1 d=4.92649e-25 t=15081
you hua 	优化	c=17 d=0.385281 t=15081
you hui 	优惠	c=1 d=9.17858e-22 t=15081
you hui qu 	游回去	c=1 d=9.13746e-28 t=15081
you huo 	诱惑	c=1 d=2.35418e-14 t=15081
you ji hui 	有机会	c=1 d=9.31571e-20 t=15081
you ji shi 	有急事	c=1 d=2.22168e-09 t=15081
you ji shui 	有积水	c=1 d=9.00142e-28 t=15081
you jian 	邮件	c=1 d=1 t=14596
you kai shui 	有开水	c=1 d=3.25205e-21 t=15081
you kan 	有看	c=0 d=3.81502e-18 t=15081
you ke neng 	有可能	c=1 d=9.12969e-18 t=15081
you kong 	有空	c=4 d=5.52126e-13 t=15081
you le 	有了	c=1 d=3.90827e-07 t=15081
you mai 	又买	c=1 d=3.28988e-10 t=15081
you mao 	有毛	c=1 d=8.10144e-24 t=15081
you mei ren 	有没人	c=1 d=3.76859e-20 t=15081
you mei you 	又没有	c=7 d=0.10646 t=15081
you mei you 	有没有	c=1 d=1.08739e-15 t=15081
you mei you qian 	又没有钱	c=1 d=2.60983e-21 t=15081
you mu you 	有木有	c=2 d=0.000227127 t=15081
you ne 	有呢	c=2 d=0.0593087 t=15081
you qian 	有钱	c=3 d=2.44909e-08 t=15081
you qing diao 	有情调	c=1 d=3.47648e-12 t=15081
you qing kuang 	有情况	c=1 d=3.63143e-25 t=15081
you qu 	又去	c=1 d=4.03073e-17 t=15081
you ren 	有人	c=1 d=0.794534 t=15081
you rou 	有肉	c=1 d=3.80388e-12 t=15081
you sha 	有啥	c=7 d=0.955997 t=15081
you sha shi 	有啥事	c=1 d=5.59214e-16 t=15081
you shen me 	有什么	c=3 d=1.16243e-06 t=15081
you shi 	又是	c=3 d=0.0263839 t=15081
you shi 	有时	c=4 d=3.02179e-10 t=15081
you shi hou 	有时候	c=1 d=5.75754e-06 t=15081
you shi jian 	有时间	c=2 d=9.21517e-10 t=15081
you wo 	有我	c=1 d=0.433874 t=15081
you wo zai 	有我在	c=1 d=2.93598e-24 t=15081
you wu 	有误	c=2 d=1.14734 t=13767
you xi 	游戏	c=6 d=0.00301535 t=15081
you xiang 	邮箱	c=10 d=0.229479 t=15081
you xiao 	有效	c=0 d=4.0391e-13 t=15081
you xie 	有些	c=2 d=1.99501 t=14332
you xin 	有新	c=0 d=3.91426e-26 t=15081
you xin qing kuang 	有新情况	c=1 d=3.93388e-25 t=15081
you xue wei zheng 	又学位证	c=1 d=0.0071546 t=15081
you yi ban 	有一半	c=1 d=1 t=13362
you yi ge 	有一个	c=4 d=0.00165327 t=15081
you yi jian 	有意见	c=1 d=6.49935e-20 t=15081
you yi si 	有意思	c=1 d=1.12535e-07 t=15081
you yong 	有用	c=1 d=1.64017e-27 t=15081
you yu 	由于	c=3 d=2.20057e-09 t=15081
you zhi 	优质	c=1 d=1.75455e-26 t=15081
you zhi 	有值	c=3 d=0.00440515 t=15081
you zhi de 	油脂的	c=1 d=3.93937e-12 t=15081
yu 	与	c=23 d=0.082629 t=15081
yu 	御	c=1 d=1.98067e-11 t=15081
yu dao le 	遇到了	c=1 d=2.33274e-24 t=15081
yu fa 	语法	c=5 d=0.0391399 t=15081
yu jia zai 	预加载	c=6 d=4.36644 t=14052
yu jie gou 	与结构	c=1 d=0.000662162 t=15081
yu ju 	语句	c=5 d=9.06041e-09 t=15081
yu mi 	玉米	c=1 d=5.27096e-26 t=15081
yu ming 	域名	c=4 d=0.0399551 t=15081
yu wen 	语文	c=0 d=3.69849e-06 t=15081
yu yan 	语言	c=13 d=0.042197 t=15081
yu yan cheng xu 	语言程序	c=1 d=5.20415e-23 t=15081
yu yan xin xi 	语言信息	c=1 d=1 t=14196
yu yue 	预约	c=3 d=1.32493e-07 t=15081
yuan 	元	c=6 d=4.44585e-07 t=15081
yuan 	原	c=6 d=9.7253e-10 t=15081
yuan 	源	c=6 d=0.000137895 t=15081
yuan cheng 	远程	c=8 d=1.03426e-07 t=15081
yuan dai ma 	源代码	c=1 d=5.36264e-23 t=15081
yuan dan 	元旦	c=9 d=0.0102328 t=15081
yuan gou 	元购	c=1 d=1.56533e-07 t=15081
yuan lai 	原来	c=3 d=8.50378e-06 t=15081
yuan liang 	原谅	c=1 d=2.42752e-22 t=15081
yuan ma 	源码	c=1 d=9.62426e-21 t=15081
yuan shen 	元神	c=1 d=3.96384e-26 t=15081
yuan shen 	原神	c=0 d=3.36034e-25 t=15081
yuan shen yao 	原神摇	c=1 d=3.37718e-24 t=15081
yuan sheng 	原生	c=3 d=9.75808e-07 t=15081
yuan su 	元素	c=7 d=7.13396e-08 t=15081
yuan tu 	原图	c=1 d=1.25058e-13 t=15081
yuan wang 	愿望	c=1 d=5.38861e-21 t=15081
yuan yin 	原因	c=2 d=2.12866e-12 t=15081
yuan yuan 	源源	c=1 d=1.0985e-17 t=15081
yuan zhuang 	原装	c=1 d=2.58475e-25 t=15081
yuan zi lei 	原子类	c=1 d=0.000703108 t=15081
yue 	月	c=10 d=0.000992781 t=15081
yue fen 	月份	c=1 d=5.03131e-08 t=15081
yue hui 	约会	c=0 d=1.49309e-11 t=15081
yue jie 	越界	c=1 d=1.50211e-22 t=15081
yue mu 	岳母	c=1 d=3.06163e-17 t=15081
yue qian 	月前	c=0 d=3.57311e-12 t=15081
yue ru 	月入	c=1 d=2.57413e-06 t=15081
yue shao 	越少	c=1 d=3.55154e-28 t=15081
yun 	云	c=1 d=2.22206e-11 t=15081
yun cun 	运存	c=1 d=4.6141e-19 t=15081
yun dong 	运动	c=2 d=4.91195e-12 t=15081
yun suan fu 	运算符	c=1 d=0.0393602 t=15081
yun wei 	运维	c=2 d=5.36935e-05 t=15081
yun wei zhi shi 	运维知识	c=1 d=0.000534061 t=15081
yun xing 	运行	c=2 d=0.0173355 t=15081
yun xing shi 	运行时	c=1 d=1 t=14834
za 	咋	c=3 d=0.00180806 t=15081
za ban 	咋办	c=1 d=1 t=13041
za ban 	杂拌	c=1 d=0.0536647 t=15081
za bu xu yao 	咋不需要	c=1 d=0.000218221 t=15081
za hui qu 	咋回去	c=1 d=0.017953 t=15081
za hui shi 	咋回事	c=1 d=2.63382e-11 t=15081
za la 	咋啦	c=2 d=1.55779e-09 t=15081
za le 	砸了	c=1 d=1.1298e-24 t=15081
za lia 	咋俩	c=1 d=8.25386e-08 t=15081
za mai 	咋买	c=1 d=8.1773e-16 t=15081
za yang 	咋样	c=11 d=0.0679448 t=15081
za zhi 	杂志	c=1 d=1.06567e-13 t=15081
zai 	在	c=69 d=1.24637 t=15081
zai 	载	c=0 d=9.35285e-09 t=15081
zai bao 	再保	c=0 d=2.93908e-08 t=15081
zai bao fen chu 	再保分出	c=1 d=2.95381e-07 t=15081
zai biao zhong 	在表中	c=1 d=7.58643e-16 t=15081
zai bu 	在不	c=5 d=0.0275983 t=15081
zai bu hui 	在不会	c=1 d=2.30121e-11 t=15081
zai cha 	在查	c=0 d=4.90276e-28 t=15081
zai cha cha 	在查差	c=1 d=4.92733e-27 t=15081
zai chuang shang 	在床上	c=1 d=1.60577e-13 t=15081
zai deng deng 	再等等	c=1 d=8.86741e-28 t=15081
zai fang fa 	在方法	c=2 d=3.32168e-27 t=15081
zai fang jian 	在房间	c=1 d=8.22108e-20 t=15081
zai guo 	再过	c=0 d=9.99457e-25 t=15081
zai guo duan 	再过段	c=1 d=1.00447e-23 t=15081
zai jia 	在家	c=1 d=1.2111e-18 t=15081
zai kan 	再看	c=1 d=2.80584e-20 t=15081
zai kan kan 	再看看	c=2 d=0.00509243 t=15081
zai lai 	再来	c=2 d=3.69849e-05 t=15081
zai na 	在哪	c=15 d=0.00221934 t=15081
zai ni 	在你	c=2 d=0.000228266 t=15081
zai nong 	再弄	c=1 d=4.61724e-27 t=15081
zai pang bian 	在旁边	c=1 d=8.11412e-13 t=15081
zai pei 	在陪	c=0 d=3.05528e-23 t=15081
zai pei ni 	在陪你	c=1 d=3.0706e-22 t=15081
zai qu 	再去	c=1 d=1 t=13269
zai shang ban 	在上班	c=1 d=1.58106e-07 t=15081
zai shang hai 	在上海	c=0 d=0.0017953 t=15081
zai sheng 	在生	c=0 d=2.05653e-13 t=15081
zai sheng cheng 	在生成	c=1 d=2.06684e-12 t=15081
zai shui 	在睡	c=1 d=1.17795e-15 t=15081
zai shui ba 	在睡吧	c=1 d=6.31929e-13 t=15081
zai shuo 	再说	c=3 d=9.91125e-06 t=15081
zai wai mian 	在外面	c=1 d=6.30404e-14 t=15081
zai xian 	在线	c=4 d=6.80682e-05 t=15081
zai xiang 	在想	c=0 d=2.01232e-22 t=15081
zai xiang wo 	在想我	c=1 d=2.0224e-21 t=15081
zai xie 	再写	c=1 d=2.72671e-07 t=15081
zai zhan 	再战	c=1 d=0.000134358 t=15081
zai zhe 	在这	c=2 d=1.75186e-08 t=15081
zai zhe bian 	在这边	c=1 d=1.24282e-28 t=15081
zan 	咱	c=5 d=0.383622 t=15081
zan bu 	暂不	c=0 d=4.35146e-07 t=15081
zan bu pa 	暂不怕	c=1 d=4.37327e-06 t=15081
zan cun 	暂存	c=3 d=1.20693e-23 t=15081
zan ding 	暂定	c=2 d=2.88564e-17 t=15081
zan dou 	咱都	c=1 d=9.07488e-06 t=15081
zan jiu 	咱就	c=3 d=0.807671 t=15081
zan jiu qu 	咱就去	c=1 d=0.782705 t=15081
zan ke yi 	咱可以	c=2 d=0.747549 t=15081
zan lia 	咱俩	c=0 d=0.00495388 t=15081
zan men 	咱们	c=1 d=1.38639e-20 t=15081
zan qu 	咱去	c=1 d=9.83572e-12 t=15081
zan shi 	暂时	c=3 d=0.527292 t=15081
zan ye 	咱也	c=1 d=2.45234e-24 t=15081
zang 	脏	c=1 d=0.000100535 t=15081
zao 	早	c=1 d=1.00985e-27 t=15081
zao 	澡	c=1 d=9.51553e-05 t=15081
zao dian 	早点	c=3 d=0.00790705 t=15081
zao fan 	早饭	c=1 d=2.38602e-25 t=15081
zao jiu 	早就	c=1 d=6.82444e-06 t=15081
zao qu 	澡去	c=1 d=5.67569e-14 t=15081
zao shang 	早上	c=2 d=1.20153e-08 t=15081
zao shui 	早睡	c=1 d=5.50794e-14 t=15081
zao tui 	早退	c=1 d=0.50409 t=15081
ze 	则	c=9 d=0.0662245 t=15081
zen me 	怎么	c=31 d=0.294484 t=15081
zen me hui shi 	怎么回事	c=1 d=1 t=13020
zen mo 	怎末	c=1 d=0.00808629 t=15081
zen mo hui shi 	怎末回事	c=2 d=1.08208 t=15079
zen mo kan 	怎末砍	c=1 d=1.09094e-24 t=15081
zeng 	增	c=0 d=5.16219e-17 t=15081
zeng jia 	增加	c=1 d=8.79591e-21 t=15081
zeng mo hu 	增模糊	c=1 d=5.18807e-16 t=15081
zha 	渣	c=1 d=8.49049e-17 t=15081
zhan 	栈	c=1 d=0.000746586 t=15081
zhan 	站	c=4 d=0.0151463 t=15081
zhan bi 	占比	c=1 d=7.21644e-16 t=15081
zhan shi 	展示	c=1 d=3.07164e-26 t=15081
zhan wei fu 	占位符	c=1 d=3.24366e-20 t=15081
zhan yi 	站一	c=0 d=1.44297e-21 t=15081
zhan yi qi 	站一起	c=1 d=1.4502e-20 t=15081
zhang 	长	c=1 d=4.32446e-21 t=15081
zhang de 	长得	c=1 d=6.27367e-16 t=15081
zhang die fu 	涨跌幅	c=0 d=7.26891e-14 t=15081
zhang die fu gong si de 	涨跌幅公司的	c=1 d=7.30534e-13 t=15081
zhang hao 	帐号	c=15 d=0.0218193 t=15081
zhang hu 	账户	c=5 d=0.0343896 t=15081
zhao 	找	c=4 d=0.00286554 t=15081
zhao 	照	c=1 d=4.46541e-16 t=15081
zhao bu dao 	找不到	c=2 d=0.00140882 t=15081
zhao dao 	找到	c=2 d=1.08757e-17 t=15081
zhao dian 	找点	c=1 d=1.7931e-17 t=15081
zhao ge 	找个	c=1 d=1.16623e-15 t=15081
zhao lai 	招来	c=1 d=3.02385e-18 t=15081
zhao ni 	找你	c=2 d=7.86896e-05 t=15081
zhao pian 	照片	c=9 d=6.44723e-05 t=15081
zhao ren 	找人	c=1 d=5.12231e-13 t=15081
zhao wo 	找我	c=1 d=1.05561e-19 t=15081
zhao zhao 	找找	c=0 d=0.1 t=14336
zhe 	着	c=6 d=0.97531 t=15081
zhe 	这	c=29 d=0.78624 t=15081
zhe bian 	这边	c=2 d=5.32122e-20 t=15081
zhe bu shi 	这不是	c=7 d=0.0639279 t=15081
zhe cai 	这才	c=0 d=1.36789e-10 t=15081
zhe cai ji dian 	这才几点	c=1 d=1.37474e-09 t=15081
zhe cai jiao 	这才叫	c=1 d=1.14019e-14 t=15081
zhe ci 	这次	c=6 d=1.67278e-12 t=15081
zhe dou 	这都	c=1 d=1.87143e-20 t=15081
zhe duan shi jian 	这段时间	c=1 d=0.814647 t=15081
zhe fang mian 	这方面	c=1 d=2.65568e-20 t=15081
zhe fang pi 	这放屁	c=1 d=6.98746e-19 t=15081
zhe ge 	这个	c=62 d=1.06922 t=15081
zhe ge bi 	这个逼	c=1 d=4.28143e-21 t=15081
zhe ge wen ti 	这个问题	c=1 d=0.00421123 t=15081
zhe ha 	这哈	c=4 d=0.790571 t=15081
zhe hang 	这行	c=1 d=7.56623e-20 t=15081
zhe hang si 	这行死	c=1 d=4.68383e-19 t=15081
zhe jiao 	这叫	c=1 d=9.4842e-25 t=15081
zhe jiu 	这就	c=2 d=6.18804e-13 t=15081
zhe jiu kun le 	这就困了	c=1 d=1.292e-14 t=15081
zhe ju hua 	这句话	c=1 d=2.76359e-18 t=15081
zhe kuan 	这款	c=3 d=1.12196e-11 t=15081
zhe li 	这里	c=5 d=0.154945 t=15081
zhe lia 	这俩	c=1 d=0.00212284 t=15081
zhe liang tai 	这两台	c=1 d=2.77981e-28 t=15081
zhe me 	这么	c=27 d=0.238645 t=15081
zhe me xiang 	这么想	c=1 d=7.95481e-15 t=15081
zhe mo kuai 	这么快	c=1 d=0.0108347 t=15081
zhe ne 	着呢	c=0 d=1.3025e-22 t=15081
zhe ne li 	着呢里	c=1 d=1.30903e-21 t=15081
zhe shi 	这是	c=16 d=0.352575 t=15081
zhe shi ni 	这是你	c=1 d=1.47618e-23 t=15081
zhe shi qing 	这事情	c=1 d=0.591555 t=15081
zhe xie 	这些	c=4 d=0.202909 t=15081
zhe xie shi 	这些事	c=1 d=0.371577 t=15081
zhe yang 	这样	c=6 d=0.271765 t=15081
zhe yang a 	这样阿	c=1 d=4.8725e-13 t=15081
zhe yang de 	这样的	c=1 d=1.07565e-05 t=15081
zhe yang jiu 	这样就	c=0 d=4.76449e-15 t=15081
zhe yang jiu mei you 	这样就没有	c=1 d=4.78838e-14 t=15081
zhe ye 	这也	c=1 d=2.10967e-18 t=15081
zhe yi jing 	着衣镜	c=1 d=2.24089e-22 t=15081
zhe yi wei zhe 	这意味着	c=1 d=1.83312e-12 t=15081
zhe zhi shi 	这只是	c=1 d=3.44658e-28 t=15081
zhe zhong 	这种	c=8 d=0.0596059 t=15081
zhe zhou 	这周	c=3 d=3.6435e-05 t=15081
zhei qi 	这期	c=1 d=1.71688e-06 t=15081
zhen 	真	c=3 d=1.30522e-16 t=15081
zhen bang 	真棒	c=1 d=5.7298e-08 t=15081
zhen bu zhi dao 	真不知道	c=1 d=5.40072e-18 t=15081
zhen cheng 	真诚	c=1 d=7.44001e-22 t=15081
zhen de 	真的	c=9 d=0.0182356 t=15081
zhen de shi 	真的是	c=1 d=5.35808e-13 t=15081
zhen dui 	针对	c=1 d=1.12245e-06 t=15081
zhen guan 	针关	c=0 d=0.00119145 t=15081
zhen guan zi 	针关子	c=1 d=0.0119742 t=15081
zhen hui wan 	真会玩	c=1 d=7.78511e-26 t=15081
zhen shi 	真实	c=1 d=2.53753e-14 t=15081
zhen shi 	真是	c=1 d=1.13176e-15 t=15081
zhen zhe 	枕着	c=0 d=2.084e-22 t=15081
zhen zhe wo de 	枕着我的	c=1 d=2.09444e-21 t=15081
zheng 	帧	c=1 d=1.613e-07 t=15081
zheng 	挣	c=2 d=0.70713 t=15081
zheng chang 	正常	c=13 d=0.189191 t=15081
zheng ge 	整个	c=1 d=0.261846 t=15081
zheng gui 	正规	c=1 d=0.786628 t=15081
zheng hang 	整行	c=1 d=3.83349e-15 t=15081
zheng jian 	证件	c=1 d=4.44314e-16 t=15081
zheng pin 	正品	c=1 d=1.08946e-08 t=15081
zheng qian 	挣钱	c=1 d=2.48255e-21 t=15081
zheng que 	正确	c=2 d=3.72299e-23 t=15081
zheng shi 	正式	c=5 d=2.38742e-22 t=15081
zheng shu 	证书	c=1 d=0.00711891 t=15081
zheng yao 	正要	c=1 d=1.9858e-12 t=15081
zheng ze 	正则	c=6 d=0.000213718 t=15081
zhi 	之	c=1 d=4.06003e-14 t=15081
zhi 	值	c=24 d=0.242317 t=15081
zhi 	置	c=0 d=0.1 t=13525
zhi bo 	直播	c=2 d=1.10192e-18 t=15081
zhi chi 	支持	c=5 d=0.00173804 t=15081
zhi dao 	知道	c=5 d=0.835295 t=15081
zhi dao le 	知道了	c=5 d=0.102797 t=15081
zhi de 	指的	c=1 d=0.000185029 t=15081
zhi ding 	指定	c=12 d=0.00732223 t=15081
zhi du 	只读	c=3 d=2.17843e-13 t=15081
zhi fou 	知否	c=1 d=1 t=13995
zhi fu 	支付	c=1 d=2.53055e-11 t=15081
zhi fu 	止付	c=2 d=1.12919e-10 t=15081
zhi fu bao 	支付宝	c=3 d=6.63458e-08 t=15081
zhi gao 	之高	c=1 d=3.46327e-26 t=15081
zhi hou 	之后	c=3 d=0.154124 t=15081
zhi hu 	知乎	c=2 d=7.55381e-24 t=15081
zhi jie 	直接	c=10 d=0.0940319 t=15081
zhi jie ei 	直接诶	c=1 d=1 t=14430
zhi jie neng yong 	直接能用	c=1 d=2.65478e-16 t=15081
zhi kan 	只看	c=1 d=8.07778e-19 t=15081
zhi liao 	治疗	c=3 d=0.0152222 t=15081
zhi lu 	之路	c=1 d=0.000539429 t=15081
zhi mai 	只卖	c=1 d=5.38128e-05 t=15081
zhi neng 	只能	c=4 d=0.000395642 t=15081
zhi qi 	之气	c=0 d=1.31945e-27 t=15081
zhi qian 	之前	c=11 d=0.188496 t=15081
zhi qian de 	之前的	c=2 d=1.69219e-12 t=15081
zhi shi 	只是	c=5 d=0.182684 t=15081
zhi shi 	知识	c=0 d=5.31398e-05 t=15081
zhi shi qu 	只是去	c=1 d=4.33787e-28 t=15081
zhi shu 	指数	c=1 d=0.0387742 t=15081
zhi wei 	值为	c=2 d=0.000200439 t=15081
zhi wei kong 	置为空	c=1 d=1 t=13526
zhi xing 	执行	c=27 d=0.136868 t=15081
zhi xing ji hua 	执行计划	c=1 d=4.05865e-10 t=15081
zhi yin 	知音	c=1 d=6.17606e-08 t=15081
zhi zuo 	制作	c=3 d=5.77146e-05 t=15081
zhong 	中	c=89 d=0.785564 t=15081
zhong de 	中的	c=18 d=0.104022 t=15081
zhong duan 	终端	c=2 d=0.0629761 t=15081
zhong guo 	中国	c=7 d=0.101404 t=15081
zhong guo yi dong 	中国移动	c=1 d=5.78936e-12 t=15081
zhong ji 	中继	c=1 d=0.0578443 t=15081
zhong jian 	中间	c=1 d=2.45067e-16 t=15081
zhong jiang 	中奖	c=1 d=3.62329e-28 t=15081
zhong kong 	重控	c=2 d=1.92605e-10 t=15081
zhong lei 	种类	c=4 d=0.0408041 t=15081
zhong wen 	中文	c=4 d=0.0017555 t=15081
zhong wu 	中午	c=1 d=2.00712e-20 t=15081
zhong yao 	重要	c=3 d=0.923116 t=15081
zhong ying wen 	中英文	c=3 d=1.13474e-16 t=15081
zhong zhi 	终止	c=2 d=6.13594e-27 t=15081
zhou 	周	c=2 d=4.61018e-09 t=15081
zhou ji 	周几	c=1 d=3.89818e-06 t=15081
zhou liu 	周六	c=3 d=0.0274607 t=15081
zhou mo 	周末	c=11 d=0.0456057 t=15081
zhou shu 	咒术	c=2 d=8.99654e-14 t=15081
zhou wu 	周五	c=1 d=1.07488e-26 t=15081
zhou yi 	周一	c=2 d=9.70776e-05 t=15081
zhu 	住	c=5 d=5.24535e-06 t=15081
zhu 	猪	c=8 d=0.0724868 t=15081
zhu ban 	主板	c=4 d=0.00181085 t=15081
zhu bao bao 	猪宝宝	c=1 d=1.14314e-15 t=15081
zhu biao ti 	主标题	c=1 d=4.62526e-18 t=15081
zhu ce 	注册	c=5 d=0.139457 t=15081
zhu fu 	祝福	c=1 d=6.93112e-12 t=15081
zhu han shu 	主函数	c=3 d=1.17656e-17 t=15081
zhu ji 	主机	c=1 d=7.73574e-10 t=15081
zhu jian 	逐渐	c=1 d=3.86939e-07 t=15081
zhu jian ei 	逐渐诶	c=1 d=4.98973e-28 t=15081
zhu jie 	注解	c=11 d=2.03191 t=15081
zhu jie zhong de 	注解中的	c=1 d=1.77677e-27 t=15081
zhu jun jie 	朱俊杰	c=2 d=1.99005 t=14827
zhu lao 	朱老	c=0 d=2.55112e-19 t=15081
zhu lao shi 	朱老师	c=1 d=2.56391e-18 t=15081
zhu ne 	住呢	c=1 d=1.29112e-06 t=15081
zhu shi 	注释	c=11 d=0.0132706 t=15081
zhu shu ju 	主数据	c=3 d=1.66212e-07 t=15081
zhu ti 	主题	c=5 d=0.0112769 t=15081
zhu yao 	主要	c=3 d=2.92442e-07 t=15081
zhu ye 	主页	c=3 d=0.010191 t=15081
zhu yi 	注意	c=5 d=8.91687e-05 t=15081
zhu yi dian 	注意点	c=2 d=0.375311 t=15081
zhuan 	转	c=1 d=9.0607e-17 t=15081
zhuan dao 	赚到	c=1 d=9.12037e-06 t=15081
zhuan hang 	转行	c=1 d=3.22913e-26 t=15081
zhuan huan 	转换	c=11 d=0.0173126 t=15081
zhuan huan cheng 	转换成	c=5 d=0.000273284 t=15081
zhuan huan gong ju 	转换工具	c=1 d=0.00117088 t=15081
zhuan ke 	专科	c=1 d=2.12133e-24 t=15081
zhuan men 	专门	c=2 d=2.48559e-06 t=15081
zhuan ni 	转你	c=1 d=2.80536e-18 t=15081
zhuan sheng ben 	专升本	c=3 d=0.00631688 t=15081
zhuan ye de 	专业的	c=1 d=6.27901e-26 t=15081
zhuan zhang 	转账	c=1 d=1.61355e-11 t=15081
zhuan zhuan 	转转	c=1 d=1 t=14973
zhuang 	装	c=1 d=3.98032e-16 t=15081
zhuang shi 	装饰	c=1 d=2.03711e-18 t=15081
zhuang tai 	状态	c=2 d=1.70449e-09 t=15081
zhuang tai lan 	状态栏	c=6 d=0.0107807 t=15081
zhui jia 	追加	c=1 d=9.38504e-19 t=15081
zhun bei 	准备	c=7 d=0.577013 t=15081
zhuo mian 	桌面	c=1 d=2.64973e-23 t=15081
zhuo qiu 	桌球	c=1 d=1 t=13258
zi 	子	c=3 d=0.0610962 t=15081
zi 	字	c=1 d=4.38832e-17 t=15081
zi bei 	自卑	c=1 d=1.76184e-16 t=15081
zi chuang kou 	子窗口	c=4 d=3.18147e-23 t=15081
zi dai 	自带	c=2 d=2.19595e-09 t=15081
zi dian 	字典	c=51 d=2.51044 t=15081
zi dian de 	字典的	c=1 d=1 t=13761
zi ding 	自定	c=0 d=0.1 t=13870
zi ding a 	自定啊	c=1 d=1 t=13871
zi ding yi 	自定义	c=6 d=0.272532 t=15081
zi dong 	自动	c=15 d=0.881942 t=15081
zi dong hua 	自动化	c=1 d=2.24516e-15 t=15081
zi duan 	字段	c=15 d=0.196076 t=15081
zi fu 	字符	c=3 d=0.0158434 t=15081
zi fu chuan 	字符串	c=13 d=0.411953 t=15081
zi hua mian 	子画面	c=3 d=4.08664e-23 t=15081
zi ji 	自己	c=9 d=8.54786e-08 t=15081
zi ji de 	自己的	c=1 d=1.37544e-15 t=15081
zi jie ma 	字节码	c=1 d=0.000605171 t=15081
